,primary_country_target,primary_country_partner,Count
931,Chile,Center for Astrophysics,7
934,Chile,Costa Rica,7
952,Chile,Indonesia,7
962,Chile,Malaysia,7
980,Chile,Saudi Arabia,7
947,Chile,Greece,6
965,Chile,Morocco,6
941,Chile,Egypt,5
977,Chile,Romania,5
982,Chile,Serbia,5
984,Chile,Slovakia,5
992,Chile,Taiwan,5
1004,Chile,Vietnam,5
928,Chile,Bulgaria,4
929,Chile,Cameroon,4
938,Chile,Côte d'Ivoire,4
942,Chile,Estonia,4
953,Chile,Iran,4
967,Chile,Nigeria,4
970,Chile,Panama,4
972,Chile,Philippines,4
994,Chile,Thailand,4
1001,Chile,Ukraine,4
948,Chile,Hong Kong,3
959,Chile,Kenya,3
969,Chile,Pakistan,3
993,Chile,Tanzania,3
1000,Chile,Uganda,3
924,Chile,Bangladesh,2
935,Chile,Croatia,2
937,Chile,Czechia,2
950,Chile,Iceland,2
960,Chile,Lithuania,2
961,Chile,Luxembourg,2
989,Chile,Sri Lanka,2
945,Chile,Georgia,1
958,Chile,Kazakhstan,1
964,Chile,Mongolia,1
975,Chile,Qatar,1
976,Chile,ROC,1
979,Chile,Rwanda,1
981,Chile,Senegal,1
985,Chile,Slovenia,1
995,Chile,The Philippines,1
996,Chile,Tunisia,1
1097,China,USA,1393
1094,China,UK,460
1035,China,Germany,434
1007,China,Australia,268
1033,China,France,249
1016,China,Canada,219
1048,China,Japan,212
1087,China,Switzerland,198
1084,China,Spain,177
1103,China,the Netherlands,159
1079,China,Singapore,135
1047,China,Italy,134
1086,China,Sweden,134
1027,China,Denmark,115
1083,China,South Korea,94
1010,China,Belgium,80
1008,China,Austria,74
1088,China,Taiwan,67
1046,China,Israel,65
1061,China,Norway,62
1042,China,India,61
1032,China,Finland,59
1072,China,Russia,58
1013,China,Brazil,53
1018,China,Chile,49
1082,China,South Africa,43
1074,China,Saudi Arabia,42
1045,China,Ireland,36
1056,China,Mexico,36
1059,China,New Zealand,35
1066,China,Poland,35
1006,China,Argentina,34
1023,China,Czech Republic,33
1030,China,Estonia,28
1037,China,Greece,27
1067,China,Portugal,26
1054,China,Malaysia,25
1040,China,Hungary,23
1020,China,Colombia,22
1090,China,Thailand,20
1093,China,Turkey,20
1019,China,China [],18
1041,China,Iceland,18
1050,China,Kenya,16
1022,China,Croatia,15
1065,China,Philippines,15
1071,China,Romania,15
1102,China,Vietnam,14
1043,China,Indonesia,13
1064,China,Peru,13
1029,China,Egypt,12
1100,China,United Arab Emirates,12
1014,China,Bulgaria,11
1060,China,Nigeria,11
1077,China,Serbia,11
1015,China,Cameroon,10
1028,China,Ecuador,10
1044,China,Iran,10
1081,China,Slovenia,9
1085,China,Sri Lanka,9
1089,China,Tanzania,9
1031,China,Ethiopia,8
1039,China,Hong Kong,8
1058,China,Morocco,8
1062,China,Pakistan,8
1099,China,Ukraine,8
1101,China,Venezuela,8
1009,China,Bangladesh,7
1011,China,Bolivia,7
1021,China,Costa Rica,7
1063,China,Panama,6
1068,China,Qatar,6
1080,China,Slovakia,6
1098,China,Uganda,6
1052,China,Luxembourg,5
1017,China,Center for Astrophysics,4
1051,China,Lithuania,4
1057,China,Mongolia,4
1070,China,Republic of Singapore,4
1075,China,Scotland,4
1078,China,Sierra Leone,4
1091,China,The Philippines,4
1025,China,Côte d'Ivoire,3
1026,China,Democratic Republic of the Congo,3
1073,China,Rwanda,3
1092,China,Tunisia,3
1012,China,Botswana,2
1024,China,Czechia,2
1034,China,France [],2
1049,China,Kazakhstan,2
1069,China,ROC,2
1076,China,Senegal,2
1036,China,Germany [],1
1038,China,Guinea,1
1053,China,MO,1
1055,China,Mali,1
1095,China,UK [],1
1096,China,US,1
1104,China [],China,18
1116,China [],USA,9
1108,China [],Germany,3
1105,China [],Denmark,1
1106,China [],France,1
1107,China [],France [],1
1109,China [],Hong Kong,1
1110,China [],Israel,1
1111,China [],Italy,1
1112,China [],Switzerland,1
1113,China [],Taiwan,1
1114,China [],Turkey,1
1115,China [],UK,1
1192,Colombia,USA,51
1191,Colombia,UK,40
1143,Colombia,Germany,28
1127,Colombia,Canada,27
1124,Colombia,Brazil,26
1142,Colombia,France,26
1118,Colombia,Australia,25
1181,Colombia,Spain,24
1129,Colombia,China,22
1117,Colombia,Argentina,18
1152,Colombia,Italy,18
1153,Colombia,Japan,18
1158,Colombia,Mexico,18
1198,Colombia,the Netherlands,18
1128,Colombia,Chile,17
1184,Colombia,Switzerland,16
1147,Colombia,India,14
1161,Colombia,New Zealand,13
1179,Colombia,South Africa,13
1119,Colombia,Austria,12
1136,Colombia,Denmark,12
1163,Colombia,Norway,12
1183,Colombia,Sweden,12
1157,Colombia,Malaysia,11
1166,Colombia,Peru,11
1172,Colombia,Russia,11
1132,Colombia,Czech Republic,10
1137,Colombia,Ecuador,10
1121,Colombia,Belgium,9
1122,Colombia,Bolivia,9
1148,Colombia,Indonesia,9
1165,Colombia,Panama,9
1168,Colombia,Poland,9
1174,Colombia,Saudi Arabia,9
1196,Colombia,Venezuela,9
1141,Colombia,Finland,8
1169,Colombia,Portugal,8
1177,Colombia,Singapore,8
1180,Colombia,South Korea,8
1126,Colombia,Cameroon,7
1154,Colombia,Kenya,7
1185,Colombia,Taiwan,7
1186,Colombia,Tanzania,7
1187,Colombia,Thailand,7
1190,Colombia,Turkey,7
1197,Colombia,Vietnam,7
1130,Colombia,Costa Rica,6
1139,Colombia,Estonia,6
1175,Colombia,Serbia,6
1134,Colombia,Côte d'Ivoire,5
1144,Colombia,Greece,5
1145,Colombia,Hungary,5
1149,Colombia,Iran,5
1150,Colombia,Ireland,5
1162,Colombia,Nigeria,5
1171,Colombia,Romania,5
1178,Colombia,Slovakia,5
1182,Colombia,Sri Lanka,5
1193,Colombia,Uganda,5
1151,Colombia,Israel,4
1160,Colombia,Morocco,4
1170,Colombia,Qatar,4
1188,Colombia,The Philippines,4
1194,Colombia,Ukraine,4
1195,Colombia,United Arab Emirates,4
1120,Colombia,Bangladesh,3
1125,Colombia,Bulgaria,3
1131,Colombia,Croatia,3
1164,Colombia,Pakistan,3
1135,Colombia,Democratic Republic of the Congo,2
1138,Colombia,Egypt,2
1155,Colombia,Lithuania,2
1167,Colombia,Philippines,2
1123,Colombia,Botswana,1
1133,Colombia,Czechia,1
1140,Colombia,Ethiopia,1
1146,Colombia,Iceland,1
1156,Colombia,Luxembourg,1
1159,Colombia,Mongolia,1
1173,Colombia,Rwanda,1
1176,Colombia,Sierra Leone,1
1189,Colombia,Tunisia,1
1265,Costa Rica,USA,16
1264,Costa Rica,UK,13
1200,Costa Rica,Australia,11
1220,Costa Rica,France,10
1208,Costa Rica,Canada,9
1221,Costa Rica,Germany,9
1226,Costa Rica,India,9
1230,Costa Rica,Italy,9
1256,Costa Rica,Spain,9
1199,Costa Rica,Argentina,8
1259,Costa Rica,Switzerland,8
1205,Costa Rica,Brazil,7
1209,Costa Rica,Chile,7
1210,Costa Rica,China,7
1231,Costa Rica,Japan,7
1240,Costa Rica,Norway,7
1270,Costa Rica,the Netherlands,7
1203,Costa Rica,Belgium,6
1211,Costa Rica,Colombia,6
1215,Costa Rica,Denmark,6
1236,Costa Rica,Mexico,6
1238,Costa Rica,New Zealand,6
1248,Costa Rica,Russia,6
1254,Costa Rica,South Africa,6
1235,Costa Rica,Malaysia,5
1245,Costa Rica,Poland,5
1246,Costa Rica,Portugal,5
1250,Costa Rica,Serbia,5
1263,Costa Rica,Turkey,5
1201,Costa Rica,Austria,4
1204,Costa Rica,Bolivia,4
1207,Costa Rica,Cameroon,4
1213,Costa Rica,Czech Republic,4
1214,Costa Rica,Côte d'Ivoire,4
1219,Costa Rica,Finland,4
1224,Costa Rica,Hungary,4
1242,Costa Rica,Panama,4
1244,Costa Rica,Philippines,4
1252,Costa Rica,Slovakia,4
1258,Costa Rica,Sweden,4
1268,Costa Rica,Venezuela,4
1216,Costa Rica,Ecuador,3
1217,Costa Rica,Estonia,3
1229,Costa Rica,Israel,3
1237,Costa Rica,Morocco,3
1255,Costa Rica,South Korea,3
1261,Costa Rica,Tanzania,3
1202,Costa Rica,Bangladesh,2
1227,Costa Rica,Indonesia,2
1239,Costa Rica,Nigeria,2
1243,Costa Rica,Peru,2
1247,Costa Rica,Romania,2
1251,Costa Rica,Singapore,2
1266,Costa Rica,Uganda,2
1269,Costa Rica,Vietnam,2
1206,Costa Rica,Bulgaria,1
1212,Costa Rica,Croatia,1
1218,Costa Rica,Ethiopia,1
1222,Costa Rica,Greece,1
1223,Costa Rica,Hong Kong,1
1225,Costa Rica,Iceland,1
1228,Costa Rica,Ireland,1
1232,Costa Rica,Kenya,1
1233,Costa Rica,Lithuania,1
1234,Costa Rica,Luxembourg,1
1241,Costa Rica,Pakistan,1
1249,Costa Rica,Rwanda,1
1253,Costa Rica,Slovenia,1
1257,Costa Rica,Sri Lanka,1
1260,Costa Rica,Taiwan,1
1262,Costa Rica,Thailand,1
1267,Costa Rica,Ukraine,1
1346,Croatia,USA,33
1345,Croatia,UK,32
1296,Croatia,Germany,30
1305,Croatia,Italy,26
1294,Croatia,France,21
1335,Croatia,Spain,21
1338,Croatia,Switzerland,21
1281,Croatia,Canada,19
1351,Croatia,the Netherlands,19
1337,Croatia,Sweden,18
1273,Croatia,Austria,17
1272,Croatia,Australia,15
1283,Croatia,China,15
1326,Croatia,Russia,13
1288,Croatia,Denmark,12
1293,Croatia,Finland,12
1297,Croatia,Greece,12
1291,Croatia,Estonia,11
1317,Croatia,Norway,11
1306,Croatia,Japan,10
1298,Croatia,Hungary,9
1322,Croatia,Poland,9
1329,Croatia,Serbia,9
1275,Croatia,Belgium,8
1303,Croatia,Ireland,8
1304,Croatia,Israel,8
1323,Croatia,Portugal,8
1332,Croatia,Slovenia,8
1286,Croatia,Czech Republic,7
1299,Croatia,Iceland,7
1348,Croatia,Ukraine,7
1300,Croatia,India,6
1325,Croatia,Romania,6
1330,Croatia,Singapore,6
1271,Croatia,Argentina,5
1312,Croatia,Mexico,5
1315,Croatia,New Zealand,5
1334,Croatia,South Korea,5
1278,Croatia,Brazil,4
1279,Croatia,Bulgaria,4
1287,Croatia,Czechia,4
1307,Croatia,Kazakhstan,4
1309,Croatia,Lithuania,4
1318,Croatia,Pakistan,4
1327,Croatia,Saudi Arabia,4
1331,Croatia,Slovakia,4
1333,Croatia,South Africa,4
1336,Croatia,Sri Lanka,4
1339,Croatia,Taiwan,4
1344,Croatia,Turkey,4
1284,Croatia,Colombia,3
1290,Croatia,Egypt,3
1301,Croatia,Indonesia,3
1302,Croatia,Iran,3
1313,Croatia,Mongolia,3
1314,Croatia,Morocco,3
1324,Croatia,Qatar,3
1342,Croatia,The Philippines,3
1343,Croatia,Tunisia,3
1274,Croatia,Bangladesh,2
1282,Croatia,Chile,2
1295,Croatia,Georgia,2
1308,Croatia,Kenya,2
1311,Croatia,Malaysia,2
1316,Croatia,Nigeria,2
1319,Croatia,Panama,2
1320,Croatia,Peru,2
1321,Croatia,Philippines,2
1328,Croatia,Scotland,2
1349,Croatia,United Arab Emirates,2
1276,Croatia,Bolivia,1
1277,Croatia,Botswana,1
1280,Croatia,Cameroon,1
1285,Croatia,Costa Rica,1
1289,Croatia,Ecuador,1
1292,Croatia,Ethiopia,1
1310,Croatia,Luxembourg,1
1340,Croatia,Tanzania,1
1341,Croatia,Thailand,1
1347,Croatia,Uganda,1
1350,Croatia,Vietnam,1
1430,Czech Republic,USA,111
1429,Czech Republic,UK,89
1377,Czech Republic,Germany,84
1375,Czech Republic,France,68
1436,Czech Republic,the Netherlands,53
1388,Czech Republic,Italy,52
1360,Czech Republic,Canada,49
1421,Czech Republic,Sweden,47
1422,Czech Republic,Switzerland,47
1419,Czech Republic,Spain,45
1354,Czech Republic,Austria,40
1369,Czech Republic,Denmark,39
1410,Czech Republic,Russia,35
1362,Czech Republic,China,33
1353,Czech Republic,Australia,31
1355,Czech Republic,Belgium,31
1374,Czech Republic,Finland,30
1405,Czech Republic,Poland,30
1381,Czech Republic,Hungary,28
1389,Czech Republic,Japan,28
1406,Czech Republic,Portugal,22
1400,Czech Republic,Norway,20
1386,Czech Republic,Ireland,18
1387,Czech Republic,Israel,17
1357,Czech Republic,Brazil,16
1398,Czech Republic,New Zealand,16
1361,Czech Republic,Chile,15
1415,Czech Republic,Slovakia,14
1409,Czech Republic,Romania,13
1413,Czech Republic,Serbia,13
1383,Czech Republic,India,12
1363,Czech Republic,Colombia,10
1372,Czech Republic,Estonia,10
1418,Czech Republic,South Korea,10
1414,Czech Republic,Singapore,9
1423,Czech Republic,Taiwan,9
1428,Czech Republic,Turkey,9
1352,Czech Republic,Argentina,8
1358,Czech Republic,Bulgaria,8
1379,Czech Republic,Greece,8
1385,Czech Republic,Iran,8
1390,Czech Republic,Kazakhstan,8
1365,Czech Republic,Croatia,7
1394,Czech Republic,Malaysia,7
1417,Czech Republic,South Africa,7
1382,Czech Republic,Iceland,6
1395,Czech Republic,Mexico,6
1396,Czech Republic,Mongolia,6
1416,Czech Republic,Slovenia,6
1404,Czech Republic,Philippines,5
1425,Czech Republic,Thailand,5
1432,Czech Republic,Ukraine,5
1359,Czech Republic,Cameroon,4
1364,Czech Republic,Costa Rica,4
1370,Czech Republic,Ecuador,4
1380,Czech Republic,Hong Kong,4
1392,Czech Republic,Lithuania,4
1403,Czech Republic,Peru,4
1356,Czech Republic,Bolivia,3
1367,Czech Republic,Côte d'Ivoire,3
1399,Czech Republic,Nigeria,3
1402,Czech Republic,Panama,3
1411,Czech Republic,Rwanda,3
1424,Czech Republic,Tanzania,3
1431,Czech Republic,Uganda,3
1433,Czech Republic,United Arab Emirates,3
1435,Czech Republic,Vietnam,3
1366,Czech Republic,Czechia,2
1371,Czech Republic,Egypt,2
1391,Czech Republic,Kenya,2
1393,Czech Republic,Luxembourg,2
1397,Czech Republic,Morocco,2
1407,Czech Republic,Qatar,2
1412,Czech Republic,Saudi Arabia,2
1420,Czech Republic,Sri Lanka,2
1426,Czech Republic,The Philippines,2
1434,Czech Republic,Venezuela,2
1368,Czech Republic,Democratic Republic of the Congo,1
1373,Czech Republic,Ethiopia,1
1376,Czech Republic,Georgia,1
1378,Czech Republic,Germany [],1
1384,Czech Republic,Indonesia,1
1401,Czech Republic,Pakistan,1
1408,Czech Republic,Republic of Singapore,1
1427,Czech Republic,Tunisia,1
1454,Czechia,Germany,12
1490,Czechia,USA,12
1439,Czechia,Austria,9
1489,Czechia,UK,9
1452,Czechia,France,8
1462,Czechia,Italy,8
1449,Czechia,Denmark,7
1473,Czechia,Poland,7
1476,Czechia,Russia,7
1440,Czechia,Belgium,6
1456,Czechia,Hungary,6
1483,Czechia,Spain,6
1438,Czechia,Australia,5
1460,Czechia,Ireland,5
1465,Czechia,Lithuania,5
1484,Czechia,Sweden,5
1491,Czechia,Ukraine,5
1443,Czechia,Canada,4
1447,Czechia,Croatia,4
1461,Czechia,Israel,4
1464,Czechia,Kazakhstan,4
1475,Czechia,Romania,4
1478,Czechia,Serbia,4
1485,Czechia,Switzerland,4
1493,Czechia,the Netherlands,4
1451,Czechia,Finland,3
1463,Czechia,Japan,3
1488,Czechia,Turkey,3
1442,Czechia,Bulgaria,2
1444,Czechia,Chile,2
1445,Czechia,China,2
1448,Czechia,Czech Republic,2
1450,Czechia,Estonia,2
1459,Czechia,Iran,2
1468,Czechia,Mongolia,2
1471,Czechia,Norway,2
1474,Czechia,Portugal,2
1477,Czechia,Saudi Arabia,2
1480,Czechia,Slovakia,2
1481,Czechia,Slovenia,2
1437,Czechia,Argentina,1
1441,Czechia,Brazil,1
1446,Czechia,Colombia,1
1453,Czechia,Georgia,1
1455,Czechia,Greece,1
1457,Czechia,Iceland,1
1458,Czechia,India,1
1466,Czechia,Luxembourg,1
1467,Czechia,Mexico,1
1469,Czechia,Morocco,1
1470,Czechia,New Zealand,1
1472,Czechia,Pakistan,1
1479,Czechia,Singapore,1
1482,Czechia,South Africa,1
1486,Czechia,The Philippines,1
1487,Czechia,Tunisia,1
1492,Czechia,United Arab Emirates,1
1549,Côte d'Ivoire,UK,11
1514,Côte d'Ivoire,Germany,10
1550,Côte d'Ivoire,USA,8
1495,Côte d'Ivoire,Australia,5
1500,Côte d'Ivoire,Brazil,5
1501,Côte d'Ivoire,Cameroon,5
1505,Côte d'Ivoire,Colombia,5
1513,Côte d'Ivoire,France,5
1516,Côte d'Ivoire,India,5
1523,Côte d'Ivoire,Mexico,5
1542,Côte d'Ivoire,Spain,5
1545,Côte d'Ivoire,Switzerland,5
1554,Côte d'Ivoire,the Netherlands,5
1494,Côte d'Ivoire,Argentina,4
1502,Côte d'Ivoire,Canada,4
1503,Côte d'Ivoire,Chile,4
1506,Côte d'Ivoire,Costa Rica,4
1509,Côte d'Ivoire,Denmark,4
1510,Côte d'Ivoire,Ecuador,4
1520,Côte d'Ivoire,Japan,4
1532,Côte d'Ivoire,Portugal,4
1540,Côte d'Ivoire,South Africa,4
1552,Côte d'Ivoire,Venezuela,4
1496,Côte d'Ivoire,Austria,3
1498,Côte d'Ivoire,Belgium,3
1499,Côte d'Ivoire,Bolivia,3
1504,Côte d'Ivoire,China,3
1507,Côte d'Ivoire,Czech Republic,3
1519,Côte d'Ivoire,Italy,3
1521,Côte d'Ivoire,Malaysia,3
1526,Côte d'Ivoire,Norway,3
1528,Côte d'Ivoire,Panama,3
1529,Côte d'Ivoire,Peru,3
1531,Côte d'Ivoire,Poland,3
1534,Côte d'Ivoire,Russia,3
1537,Côte d'Ivoire,Serbia,3
1541,Côte d'Ivoire,South Korea,3
1511,Côte d'Ivoire,Estonia,2
1512,Côte d'Ivoire,Finland,2
1517,Côte d'Ivoire,Indonesia,2
1524,Côte d'Ivoire,Morocco,2
1525,Côte d'Ivoire,New Zealand,2
1533,Côte d'Ivoire,Romania,2
1539,Côte d'Ivoire,Slovakia,2
1544,Côte d'Ivoire,Sweden,2
1546,Côte d'Ivoire,Tanzania,2
1548,Côte d'Ivoire,Turkey,2
1551,Côte d'Ivoire,Uganda,2
1553,Côte d'Ivoire,Vietnam,2
1497,Côte d'Ivoire,Bangladesh,1
1508,Côte d'Ivoire,Democratic Republic of the Congo,1
1515,Côte d'Ivoire,Hungary,1
1518,Côte d'Ivoire,Ireland,1
1522,Côte d'Ivoire,Mali,1
1527,Côte d'Ivoire,Pakistan,1
1530,Côte d'Ivoire,Philippines,1
1535,Côte d'Ivoire,Rwanda,1
1536,Côte d'Ivoire,Senegal,1
1538,Côte d'Ivoire,Singapore,1
1543,Côte d'Ivoire,Sri Lanka,1
1547,Côte d'Ivoire,Thailand,1
1596,Democratic Republic of the Congo,USA,9
1595,Democratic Republic of the Congo,UK,8
1557,Democratic Republic of the Congo,Belgium,7
1570,Democratic Republic of the Congo,France,7
1560,Democratic Republic of the Congo,Cameroon,6
1590,Democratic Republic of the Congo,Switzerland,5
1571,Democratic Republic of the Congo,Germany,4
1556,Democratic Republic of the Congo,Australia,3
1561,Democratic Republic of the Congo,Canada,3
1562,Democratic Republic of the Congo,China,3
1574,Democratic Republic of the Congo,Italy,3
1583,Democratic Republic of the Congo,Rwanda,3
1588,Democratic Republic of the Congo,Spain,3
1600,Democratic Republic of the Congo,the Netherlands,3
1559,Democratic Republic of the Congo,Brazil,2
1563,Democratic Republic of the Congo,Colombia,2
1568,Democratic Republic of the Congo,Ethiopia,2
1569,Democratic Republic of the Congo,Finland,2
1573,Democratic Republic of the Congo,Indonesia,2
1576,Democratic Republic of the Congo,Kenya,2
1577,Democratic Republic of the Congo,Malaysia,2
1579,Democratic Republic of the Congo,Nigeria,2
1586,Democratic Republic of the Congo,Singapore,2
1587,Democratic Republic of the Congo,South Africa,2
1589,Democratic Republic of the Congo,Sweden,2
1592,Democratic Republic of the Congo,Tanzania,2
1593,Democratic Republic of the Congo,Thailand,2
1597,Democratic Republic of the Congo,Uganda,2
1555,Democratic Republic of the Congo,Argentina,1
1558,Democratic Republic of the Congo,Bolivia,1
1564,Democratic Republic of the Congo,Czech Republic,1
1565,Democratic Republic of the Congo,Côte d'Ivoire,1
1566,Democratic Republic of the Congo,Denmark,1
1567,Democratic Republic of the Congo,Ecuador,1
1572,Democratic Republic of the Congo,Iceland,1
1575,Democratic Republic of the Congo,Japan,1
1578,Democratic Republic of the Congo,New Zealand,1
1580,Democratic Republic of the Congo,Panama,1
1581,Democratic Republic of the Congo,Peru,1
1582,Democratic Republic of the Congo,Portugal,1
1584,Democratic Republic of the Congo,Saudi Arabia,1
1585,Democratic Republic of the Congo,Sierra Leone,1
1591,Democratic Republic of the Congo,Taiwan,1
1594,Democratic Republic of the Congo,Tunisia,1
1598,Democratic Republic of the Congo,Venezuela,1
1599,Democratic Republic of the Congo,Vietnam,1
1692,Denmark,USA,408
1689,Denmark,UK,303
1631,Denmark,Germany,259
1681,Denmark,Sweden,164
1628,Denmark,France,161
1682,Denmark,Switzerland,133
1602,Denmark,Australia,127
1679,Denmark,Spain,126
1698,Denmark,the Netherlands,124
1614,Denmark,China,115
1611,Denmark,Canada,112
1642,Denmark,Italy,103
1643,Denmark,Japan,75
1655,Denmark,Norway,62
1603,Denmark,Austria,61
1605,Denmark,Belgium,57
1641,Denmark,Israel,55
1627,Denmark,Finland,51
1667,Denmark,Russia,51
1619,Denmark,Czech Republic,39
1625,Denmark,Estonia,39
1640,Denmark,Ireland,38
1661,Denmark,Poland,38
1636,Denmark,Iceland,34
1608,Denmark,Brazil,32
1678,Denmark,South Korea,30
1637,Denmark,India,29
1677,Denmark,South Africa,29
1633,Denmark,Greece,27
1674,Denmark,Singapore,27
1653,Denmark,New Zealand,26
1662,Denmark,Portugal,26
1635,Denmark,Hungary,24
1613,Denmark,Chile,23
1683,Denmark,Taiwan,21
1650,Denmark,Mexico,19
1688,Denmark,Turkey,17
1601,Denmark,Argentina,16
1638,Denmark,Indonesia,14
1649,Denmark,Malaysia,13
1669,Denmark,Saudi Arabia,13
1616,Denmark,Colombia,12
1618,Denmark,Croatia,12
1644,Denmark,Kazakhstan,12
1675,Denmark,Slovakia,11
1694,Denmark,Ukraine,10
1651,Denmark,Mongolia,9
1660,Denmark,Philippines,9
1685,Denmark,Thailand,9
1604,Denmark,Bangladesh,8
1646,Denmark,Lithuania,8
1657,Denmark,Pakistan,8
1672,Denmark,Serbia,8
1684,Denmark,Tanzania,8
1620,Denmark,Czechia,7
1639,Denmark,Iran,7
1663,Denmark,Qatar,7
1666,Denmark,Romania,7
1676,Denmark,Slovenia,7
1693,Denmark,Uganda,7
1697,Denmark,Vietnam,7
1609,Denmark,Bulgaria,6
1617,Denmark,Costa Rica,6
1630,Denmark,Georgia,6
1654,Denmark,Nigeria,6
1658,Denmark,Panama,6
1610,Denmark,Cameroon,5
1623,Denmark,Ecuador,5
1645,Denmark,Kenya,5
1659,Denmark,Peru,5
1680,Denmark,Sri Lanka,5
1695,Denmark,United Arab Emirates,5
1696,Denmark,Venezuela,5
1606,Denmark,Bolivia,4
1612,Denmark,Center for Astrophysics,4
1621,Denmark,Côte d'Ivoire,4
1634,Denmark,Hong Kong,4
1652,Denmark,Morocco,4
1671,Denmark,Senegal,3
1686,Denmark,The Philippines,3
1624,Denmark,Egypt,2
1626,Denmark,Ethiopia,2
1629,Denmark,France [],2
1632,Denmark,Germany [],2
1647,Denmark,Luxembourg,2
1687,Denmark,Tunisia,2
1690,Denmark,UK [],2
1607,Denmark,Botswana,1
1615,Denmark,China [],1
1622,Denmark,Democratic Republic of the Congo,1
1648,Denmark,MO,1
1656,Denmark,PR China,1
1664,Denmark,ROC,1
1665,Denmark,Republic of Singapore,1
1668,Denmark,Rwanda,1
1670,Denmark,Scotland,1
1673,Denmark,Sierra Leone,1
1691,Denmark,US,1
1771,Ecuador,USA,19
1770,Ecuador,UK,17
1723,Ecuador,Germany,14
1700,Ecuador,Australia,13
1706,Ecuador,Brazil,12
1699,Ecuador,Argentina,11
1722,Ecuador,France,11
1760,Ecuador,Spain,11
1710,Ecuador,China,10
1711,Ecuador,Colombia,10
1733,Ecuador,Japan,10
1708,Ecuador,Canada,9
1709,Ecuador,Chile,9
1732,Ecuador,Italy,9
1736,Ecuador,Mexico,9
1758,Ecuador,South Africa,9
1735,Ecuador,Malaysia,8
1763,Ecuador,Switzerland,8
1775,Ecuador,Venezuela,7
1777,Ecuador,the Netherlands,7
1704,Ecuador,Bolivia,6
1727,Ecuador,India,6
1739,Ecuador,New Zealand,6
1743,Ecuador,Panama,6
1744,Ecuador,Peru,6
1747,Ecuador,Portugal,6
1750,Ecuador,Russia,6
1762,Ecuador,Sweden,6
1717,Ecuador,Denmark,5
1728,Ecuador,Indonesia,5
1746,Ecuador,Poland,5
1752,Ecuador,Saudi Arabia,5
1703,Ecuador,Belgium,4
1707,Ecuador,Cameroon,4
1714,Ecuador,Czech Republic,4
1715,Ecuador,Côte d'Ivoire,4
1754,Ecuador,Serbia,4
1756,Ecuador,Singapore,4
1764,Ecuador,Taiwan,4
1772,Ecuador,Uganda,4
1776,Ecuador,Vietnam,4
1701,Ecuador,Austria,3
1712,Ecuador,Costa Rica,3
1719,Ecuador,Estonia,3
1721,Ecuador,Finland,3
1730,Ecuador,Ireland,3
1731,Ecuador,Israel,3
1734,Ecuador,Kenya,3
1741,Ecuador,Norway,3
1745,Ecuador,Philippines,3
1749,Ecuador,Romania,3
1759,Ecuador,South Korea,3
1761,Ecuador,Sri Lanka,3
1765,Ecuador,Tanzania,3
1702,Ecuador,Bangladesh,2
1718,Ecuador,Egypt,2
1729,Ecuador,Iran,2
1740,Ecuador,Nigeria,2
1742,Ecuador,Pakistan,2
1757,Ecuador,Slovakia,2
1766,Ecuador,Thailand,2
1768,Ecuador,Tunisia,2
1774,Ecuador,United Arab Emirates,2
1705,Ecuador,Botswana,1
1713,Ecuador,Croatia,1
1716,Ecuador,Democratic Republic of the Congo,1
