,primary_country_target,primary_country_partner,Count
1726,Ecuador,Iceland,1
1737,Ecuador,Mongolia,1
1738,Ecuador,Morocco,1
1748,Ecuador,Qatar,1
1751,Ecuador,Rwanda,1
1753,Ecuador,Senegal,1
1755,Ecuador,Sierra Leone,1
1767,Ecuador,The Philippines,1
1769,Ecuador,Turkey,1
1773,Ecuador,Ukraine,1
1846,Egypt,USA,18
1845,Egypt,UK,15
1798,Egypt,France,13
1789,Egypt,China,12
1779,Egypt,Australia,11
1787,Egypt,Canada,10
1800,Egypt,Germany,8
1804,Egypt,India,7
1809,Egypt,Italy,6
1810,Egypt,Japan,6
1830,Egypt,Saudi Arabia,6
1837,Egypt,Spain,6
1840,Egypt,Switzerland,6
1788,Egypt,Chile,5
1818,Egypt,Nigeria,5
1833,Egypt,Singapore,5
1835,Egypt,South Africa,5
1836,Egypt,South Korea,5
1839,Egypt,Sweden,5
1849,Egypt,United Arab Emirates,5
1784,Egypt,Brazil,4
1812,Egypt,Kenya,4
1815,Egypt,Mexico,4
1827,Egypt,Romania,4
1843,Egypt,Tunisia,4
1780,Egypt,Austria,3
1785,Egypt,Bulgaria,3
1791,Egypt,Croatia,3
1806,Egypt,Iran,3
1816,Egypt,Morocco,3
1819,Egypt,Norway,3
1820,Egypt,Pakistan,3
1824,Egypt,Poland,3
1825,Egypt,Portugal,3
1828,Egypt,Russia,3
1851,Egypt,Vietnam,3
1852,Egypt,the Netherlands,3
1778,Egypt,Argentina,2
1782,Egypt,Belgium,2
1790,Egypt,Colombia,2
1792,Egypt,Czech Republic,2
1793,Egypt,Denmark,2
1794,Egypt,Ecuador,2
1796,Egypt,Ethiopia,2
1797,Egypt,Finland,2
1801,Egypt,Greece,2
1803,Egypt,Hungary,2
1805,Egypt,Indonesia,2
1807,Egypt,Ireland,2
1808,Egypt,Israel,2
1814,Egypt,Malaysia,2
1817,Egypt,New Zealand,2
1822,Egypt,Peru,2
1826,Egypt,Qatar,2
1831,Egypt,Serbia,2
1841,Egypt,Taiwan,2
1842,Egypt,The Philippines,2
1844,Egypt,Turkey,2
1847,Egypt,Uganda,2
1848,Egypt,Ukraine,2
1781,Egypt,Bangladesh,1
1783,Egypt,Botswana,1
1786,Egypt,Cameroon,1
1795,Egypt,Estonia,1
1799,Egypt,Georgia,1
1802,Egypt,Guinea,1
1811,Egypt,Kazakhstan,1
1813,Egypt,Luxembourg,1
1821,Egypt,Panama,1
1823,Egypt,Philippines,1
1829,Egypt,Rwanda,1
1832,Egypt,Sierra Leone,1
1834,Egypt,Slovenia,1
1838,Egypt,Sri Lanka,1
1850,Egypt,Venezuela,1
1932,Estonia,USA,60
1931,Estonia,UK,59
1879,Estonia,Germany,54
1923,Estonia,Sweden,44
1924,Estonia,Switzerland,44
1872,Estonia,Denmark,39
1877,Estonia,France,35
1854,Estonia,Australia,34
1876,Estonia,Finland,34
1938,Estonia,the Netherlands,34
1863,Estonia,Canada,33
1889,Estonia,Italy,32
1865,Estonia,China,28
1902,Estonia,Norway,27
1921,Estonia,Spain,27
1855,Estonia,Austria,24
1890,Estonia,Japan,21
1857,Estonia,Belgium,20
1883,Estonia,Iceland,20
1912,Estonia,Russia,20
1880,Estonia,Greece,16
1907,Estonia,Poland,16
1887,Estonia,Ireland,15
1884,Estonia,India,13
1916,Estonia,Singapore,13
1920,Estonia,South Korea,12
1853,Estonia,Argentina,11
1868,Estonia,Croatia,11
1908,Estonia,Portugal,11
1869,Estonia,Czech Republic,10
1925,Estonia,Taiwan,10
1897,Estonia,Mexico,9
1900,Estonia,New Zealand,9
1919,Estonia,South Africa,9
1860,Estonia,Brazil,8
1882,Estonia,Hungary,8
1888,Estonia,Israel,7
1934,Estonia,Ukraine,7
1861,Estonia,Bulgaria,6
1866,Estonia,Colombia,6
1893,Estonia,Lithuania,6
1911,Estonia,Romania,6
1913,Estonia,Saudi Arabia,6
1885,Estonia,Indonesia,5
1904,Estonia,Panama,5
1917,Estonia,Slovakia,5
1856,Estonia,Bangladesh,4
1864,Estonia,Chile,4
1886,Estonia,Iran,4
1896,Estonia,Malaysia,4
1898,Estonia,Mongolia,4
1901,Estonia,Nigeria,4
1905,Estonia,Peru,4
1906,Estonia,Philippines,4
1909,Estonia,Qatar,4
1922,Estonia,Sri Lanka,4
1930,Estonia,Turkey,4
1858,Estonia,Bolivia,3
1867,Estonia,Costa Rica,3
1873,Estonia,Ecuador,3
1878,Estonia,Georgia,3
1891,Estonia,Kazakhstan,3
1892,Estonia,Kenya,3
1894,Estonia,Luxembourg,3
1903,Estonia,Pakistan,3
1915,Estonia,Serbia,3
1918,Estonia,Slovenia,3
1926,Estonia,Tanzania,3
1933,Estonia,Uganda,3
1937,Estonia,Vietnam,3
1862,Estonia,Cameroon,2
1870,Estonia,Czechia,2
1871,Estonia,Côte d'Ivoire,2
1914,Estonia,Scotland,2
1927,Estonia,Thailand,2
1935,Estonia,United Arab Emirates,2
1936,Estonia,Venezuela,2
1859,Estonia,Botswana,1
1874,Estonia,Egypt,1
1875,Estonia,Ethiopia,1
1881,Estonia,Hong Kong,1
1895,Estonia,MO,1
1899,Estonia,Morocco,1
1910,Estonia,Republic of Singapore,1
1928,Estonia,The Philippines,1
1929,Estonia,Tunisia,1
2000,Ethiopia,USA,18
1999,Ethiopia,UK,14
1948,Ethiopia,China,8
1960,Ethiopia,Germany,7
1959,Ethiopia,France,6
1991,Ethiopia,Spain,6
1943,Ethiopia,Belgium,5
1962,Ethiopia,India,5
1967,Ethiopia,Italy,5
1994,Ethiopia,Switzerland,5
1940,Ethiopia,Australia,4
1947,Ethiopia,Canada,4
1969,Ethiopia,Kenya,4
1974,Ethiopia,Nigeria,4
1988,Ethiopia,Singapore,4
1989,Ethiopia,South Africa,4
1993,Ethiopia,Sweden,4
1996,Ethiopia,Tanzania,4
2005,Ethiopia,the Netherlands,4
1945,Ethiopia,Brazil,3
1946,Ethiopia,Cameroon,3
1968,Ethiopia,Japan,3
2001,Ethiopia,Uganda,3
1939,Ethiopia,Argentina,2
1944,Ethiopia,Botswana,2
1953,Ethiopia,Democratic Republic of the Congo,2
1954,Ethiopia,Denmark,2
1956,Ethiopia,Egypt,2
1958,Ethiopia,Finland,2
1971,Ethiopia,Mali,2
1972,Ethiopia,Mexico,2
1973,Ethiopia,New Zealand,2
1975,Ethiopia,Norway,2
2004,Ethiopia,Vietnam,2
1941,Ethiopia,Austria,1
1942,Ethiopia,Bangladesh,1
1949,Ethiopia,Colombia,1
1950,Ethiopia,Costa Rica,1
1951,Ethiopia,Croatia,1
1952,Ethiopia,Czech Republic,1
1955,Ethiopia,Ecuador,1
1957,Ethiopia,Estonia,1
1961,Ethiopia,Greece,1
1963,Ethiopia,Indonesia,1
1964,Ethiopia,Iran,1
1965,Ethiopia,Ireland,1
1966,Ethiopia,Israel,1
1970,Ethiopia,Malaysia,1
1976,Ethiopia,Pakistan,1
1977,Ethiopia,Panama,1
1978,Ethiopia,Peru,1
1979,Ethiopia,Philippines,1
1980,Ethiopia,Poland,1
1981,Ethiopia,Portugal,1
1982,Ethiopia,Qatar,1
1983,Ethiopia,Romania,1
1984,Ethiopia,Russia,1
1985,Ethiopia,Rwanda,1
1986,Ethiopia,Saudi Arabia,1
1987,Ethiopia,Serbia,1
1990,Ethiopia,South Korea,1
1992,Ethiopia,Sri Lanka,1
1995,Ethiopia,Taiwan,1
1997,Ethiopia,The Philippines,1
1998,Ethiopia,Tunisia,1
2002,Ethiopia,Ukraine,1
2003,Ethiopia,United Arab Emirates,1
2092,Finland,USA,187
2091,Finland,UK,140
2035,Finland,Germany,132
2083,Finland,Sweden,92
2032,Finland,France,85
2084,Finland,Switzerland,81
2007,Finland,Australia,72
2098,Finland,the Netherlands,72
2016,Finland,Canada,71
2045,Finland,Italy,61
2081,Finland,Spain,60
2019,Finland,China,59
2008,Finland,Austria,52
2027,Finland,Denmark,51
2046,Finland,Japan,50
2010,Finland,Belgium,41
2058,Finland,Norway,40
2030,Finland,Estonia,34
2069,Finland,Russia,32
2023,Finland,Czech Republic,30
2043,Finland,Ireland,26
2036,Finland,Greece,23
2040,Finland,India,23
2044,Finland,Israel,23
2063,Finland,Poland,23
2064,Finland,Portugal,23
2076,Finland,Singapore,23
2039,Finland,Iceland,21
2080,Finland,South Korea,21
2079,Finland,South Africa,19
2056,Finland,New Zealand,18
2013,Finland,Brazil,17
2085,Finland,Taiwan,16
2038,Finland,Hungary,14
2053,Finland,Mexico,14
2018,Finland,Chile,13
2006,Finland,Argentina,12
2022,Finland,Croatia,12
2014,Finland,Bulgaria,11
2065,Finland,Qatar,9
2090,Finland,Turkey,9
2020,Finland,Colombia,8
2062,Finland,Philippines,8
2052,Finland,Malaysia,7
2068,Finland,Romania,7
2071,Finland,Saudi Arabia,7
2074,Finland,Serbia,7
2077,Finland,Slovakia,7
2037,Finland,Hong Kong,6
2057,Finland,Nigeria,6
2059,Finland,Pakistan,6
2061,Finland,Peru,6
2041,Finland,Indonesia,5
2042,Finland,Iran,5
2048,Finland,Kenya,5
2050,Finland,Luxembourg,5
2055,Finland,Morocco,5
2082,Finland,Sri Lanka,5
2094,Finland,Ukraine,5
2095,Finland,United Arab Emirates,5
2015,Finland,Cameroon,4
2021,Finland,Costa Rica,4
2049,Finland,Lithuania,4
2060,Finland,Panama,4
2078,Finland,Slovenia,4
2086,Finland,Tanzania,4
2093,Finland,Uganda,4
2096,Finland,Venezuela,4
2097,Finland,Vietnam,4
2009,Finland,Bangladesh,3
2011,Finland,Bolivia,3
2024,Finland,Czechia,3
2028,Finland,Ecuador,3
2047,Finland,Kazakhstan,3
2087,Finland,Thailand,3
2088,Finland,The Philippines,3
2025,Finland,Côte d'Ivoire,2
2026,Finland,Democratic Republic of the Congo,2
2029,Finland,Egypt,2
2031,Finland,Ethiopia,2
2054,Finland,Mongolia,2
2070,Finland,Rwanda,2
2072,Finland,Scotland,2
2089,Finland,Tunisia,2
2012,Finland,Botswana,1
2017,Finland,Center for Astrophysics,1
2033,Finland,France [],1
2034,Finland,Georgia,1
2051,Finland,MO,1
2066,Finland,ROC,1
2067,Finland,Republic of Singapore,1
2073,Finland,Senegal,1
2075,Finland,Sierra Leone,1
2193,France,USA,1014
2128,France,Germany,636
2190,France,UK,620
2182,France,Switzerland,347
2179,France,Spain,286
2108,France,Canada,277
2199,France,the Netherlands,275
2140,France,Italy,269
2111,France,China,249
2100,France,Australia,243
2103,France,Belgium,203
2181,France,Sweden,199
2141,France,Japan,196
2120,France,Denmark,161
2101,France,Austria,145
2139,France,Israel,93
2155,France,Norway,91
2167,France,Russia,91
2125,France,Finland,85
2138,France,Ireland,78
2161,France,Poland,75
2110,France,Chile,72
2116,France,Czech Republic,68
2162,France,Portugal,68
2178,France,South Korea,63
2153,France,New Zealand,60
2105,France,Brazil,59
2135,France,India,56
2177,France,South Africa,56
2174,France,Singapore,55
2183,France,Taiwan,52
2133,France,Hungary,48
2150,France,Mexico,42
2130,France,Greece,39
2099,France,Argentina,36
2123,France,Estonia,35
2188,France,Turkey,32
2134,France,Iceland,27
2113,France,Colombia,26
2169,France,Saudi Arabia,25
2196,France,United Arab Emirates,25
2115,France,Croatia,21
2166,France,Romania,20
2172,France,Serbia,20
2106,France,Bulgaria,18
2137,France,Iran,18
2136,France,Indonesia,17
2175,France,Slovakia,17
2147,France,Malaysia,16
2163,France,Qatar,16
2143,France,Kenya,15
2176,France,Slovenia,15
2185,France,Thailand,15
2126,France,France [],14
2152,France,Morocco,14
2195,France,Ukraine,14
2109,France,Center for Astrophysics,13
2122,France,Egypt,13
2107,France,Cameroon,12
2159,France,Peru,12
2121,France,Ecuador,11
2142,France,Kazakhstan,11
2144,France,Lithuania,11
2151,France,Mongolia,11
2114,France,Costa Rica,10
2132,France,Hong Kong,10
2154,France,Nigeria,10
2160,France,Philippines,10
2184,France,Tanzania,10
2197,France,Venezuela,10
2104,France,Bolivia,8
2117,France,Czechia,8
2158,France,Panama,8
2171,France,Senegal,8
2186,France,The Philippines,8
2102,France,Bangladesh,7
2119,France,Democratic Republic of the Congo,7
2145,France,Luxembourg,7
2187,France,Tunisia,7
2194,France,Uganda,7
2198,France,Vietnam,7
2124,France,Ethiopia,6
2127,France,Georgia,6
2180,France,Sri Lanka,6
2118,France,Côte d'Ivoire,5
2131,France,Guinea,5
2157,France,Pakistan,5
2129,France,Germany [],4
2168,France,Rwanda,4
2173,France,Sierra Leone,3
2191,France,UK [],3
2148,France,Mali,2
2170,France,Scotland,2
2189,France,U.K,2
2192,France,US,2
2112,France,China [],1
2146,France,MO,1
2149,France,Massachusetts  USA,1
2156,France,PR China,1
2164,France,ROC,1
2165,France,Republic of Singapore,1
2207,France [],France,14
2221,France [],USA,8
2219,France [],UK,6
2202,France [],Canada,5
2200,France [],Australia,3
2208,France [],Germany,3
2210,France [],Italy,3
2217,France [],Switzerland,3
2203,France [],China,2
2205,France [],Denmark,2
2220,France [],UK [],2
2201,France [],Belgium,1
2204,France [],China [],1
2206,France [],Finland,1
2209,France [],Iran,1
2211,France [],Japan,1
2212,France [],Norway,1
2213,France [],Poland,1
2214,France [],Russia,1
2215,France [],Singapore,1
2216,France [],Sweden,1
2218,France [],Turkey,1
2222,France [],the Netherlands,1
2239,Georgia,Germany,10
2274,Georgia,USA,10
2261,Georgia,Russia,9
2268,Georgia,Spain,9
2273,Georgia,UK,8
2234,Georgia,Denmark,6
2238,Georgia,France,6
2246,Georgia,Italy,6
2248,Georgia,Kazakhstan,6
2270,Georgia,Switzerland,5
2253,Georgia,Mongolia,4
2269,Georgia,Sweden,4
2236,Georgia,Estonia,3
2240,Georgia,Hungary,3
2244,Georgia,Iran,3
2247,Georgia,Japan,3
2256,Georgia,Norway,3
2262,Georgia,Saudi Arabia,3
2271,Georgia,Taiwan,3
2275,Georgia,Ukraine,3
2223,Georgia,Australia,2
2224,Georgia,Austria,2
2226,Georgia,Belgium,2
2228,Georgia,Bulgaria,2
2231,Georgia,Croatia,2
2249,Georgia,Lithuania,2
2252,Georgia,Mexico,2
2258,Georgia,Poland,2
2259,Georgia,Portugal,2
2263,Georgia,Serbia,2
2267,Georgia,South Korea,2
2225,Georgia,Bangladesh,1
2227,Georgia,Brazil,1
2229,Georgia,Canada,1
2230,Georgia,Chile,1
2232,Georgia,Czech Republic,1
2233,Georgia,Czechia,1
2235,Georgia,Egypt,1
2237,Georgia,Finland,1
2241,Georgia,Iceland,1
2242,Georgia,India,1
2243,Georgia,Indonesia,1
2245,Georgia,Ireland,1
2250,Georgia,Luxembourg,1
2251,Georgia,Malaysia,1
2254,Georgia,New Zealand,1
2255,Georgia,Nigeria,1
2257,Georgia,Pakistan,1
2260,Georgia,Romania,1
2264,Georgia,Singapore,1
2265,Georgia,Slovakia,1
2266,Georgia,South Africa,1
2272,Georgia,Turkey,1
2276,Georgia,Venezuela,1
2371,Germany,USA,1776
2368,Germany,UK,1002
2305,Germany,France,636
2361,Germany,Switzerland,548
2290,Germany,China,434
2377,Germany,the Netherlands,421
2358,Germany,Spain,395
2287,Germany,Canada,366
2278,Germany,Australia,356
2319,Germany,Italy,348
2360,Germany,Sweden,308
2320,Germany,Japan,307
2279,Germany,Austria,270
2299,Germany,Denmark,259
2281,Germany,Belgium,233
2318,Germany,Israel,152
2346,Germany,Russia,149
2304,Germany,Finland,132
2334,Germany,Norway,122
2353,Germany,Singapore,100
2317,Germany,Ireland,99
2340,Germany,Poland,95
2357,Germany,South Korea,91
2295,Germany,Czech Republic,84
2284,Germany,Brazil,82
2289,Germany,Chile,82
2341,Germany,Portugal,80
2314,Germany,India,73
2312,Germany,Hungary,72
2356,Germany,South Africa,72
2332,Germany,New Zealand,65
2309,Germany,Greece,59
2277,Germany,Argentina,58
2302,Germany,Estonia,54
2329,Germany,Mexico,53
2362,Germany,Taiwan,52
2367,Germany,Turkey,47
2348,Germany,Saudi Arabia,34
2313,Germany,Iceland,32
2294,Germany,Croatia,30
2285,Germany,Bulgaria,29
2292,Germany,Colombia,28
2326,Germany,Malaysia,21
2345,Germany,Romania,21
2374,Germany,United Arab Emirates,21
2308,Germany,Germany [],20
2288,Germany,Center for Astrophysics,19
2373,Germany,Ukraine,19
2316,Germany,Iran,18
2321,Germany,Kazakhstan,18
2351,Germany,Serbia,18
2338,Germany,Peru,17
2354,Germany,Slovakia,17
2355,Germany,Slovenia,17
2342,Germany,Qatar,16
2311,Germany,Hong Kong,15
2315,Germany,Indonesia,15
2322,Germany,Kenya,15
2339,Germany,Philippines,15
2300,Germany,Ecuador,14
2324,Germany,Luxembourg,14
2330,Germany,Mongolia,14
2363,Germany,Tanzania,13
2364,Germany,Thailand,13
2296,Germany,Czechia,12
2331,Germany,Morocco,12
2333,Germany,Nigeria,12
2376,Germany,Vietnam,12
2297,Germany,Côte d'Ivoire,10
2307,Germany,Georgia,10
2323,Germany,Lithuania,10
2337,Germany,Panama,10
2359,Germany,Sri Lanka,10
2286,Germany,Cameroon,9
2293,Germany,Costa Rica,9
2336,Germany,Pakistan,9
2375,Germany,Venezuela,9
2301,Germany,Egypt,8
2372,Germany,Uganda,8
2282,Germany,Bolivia,7
2303,Germany,Ethiopia,7
2350,Germany,Senegal,7
2280,Germany,Bangladesh,6
2310,Germany,Guinea,5
2365,Germany,The Philippines,5
2298,Germany,Democratic Republic of the Congo,4
2366,Germany,Tunisia,4
2291,Germany,China [],3
2306,Germany,France [],3
2347,Germany,Rwanda,3
2349,Germany,Scotland,3
2352,Germany,Sierra Leone,3
2344,Germany,Republic of Singapore,2
2369,Germany,UK [],2
2283,Germany,Botswana,1
2325,Germany,MO,1
2327,Germany,Mali,1
2328,Germany,Massachusetts  USA,1
2335,Germany,PR China,1
2343,Germany,ROC,1
2370,Germany,US,1
2385,Germany [],Germany,20
2398,Germany [],USA,12
2397,Germany [],UK,6
2380,Germany [],Canada,4
2384,Germany [],France,4
2389,Germany [],Japan,3
2395,Germany [],Switzerland,3
2399,Germany [],the Netherlands,3
2379,Germany [],Australia,2
2383,Germany [],Denmark,2
2390,Germany [],Poland,2
2391,Germany [],Russia,2
2393,Germany [],Spain,2
2394,Germany [],Sweden,2
2378,Germany [],Argentina,1
2381,Germany [],China,1
2382,Germany [],Czech Republic,1
2386,Germany [],Hungary,1
2387,Germany [],Iceland,1
2388,Germany [],Italy,1
2392,Germany [],South Africa,1
2396,Germany [],Turkey,1
2474,Greece,USA,64
2424,Greece,Germany,59
2472,Greece,UK,55
2480,Greece,the Netherlands,41
2423,Greece,France,39
2433,Greece,Italy,36
2463,Greece,Spain,36
2408,Greece,Canada,33
2401,Greece,Australia,29
2465,Greece,Sweden,29
2466,Greece,Switzerland,29
2411,Greece,China,27
2417,Greece,Denmark,27
2422,Greece,Finland,23
2434,Greece,Japan,23
2402,Greece,Austria,22
2420,Greece,Estonia,16
2427,Greece,Iceland,16
2443,Greece,Norway,16
2431,Greece,Ireland,15
2432,Greece,Israel,14
2448,Greece,Poland,14
2404,Greece,Belgium,13
2414,Greece,Croatia,12
2462,Greece,South Korea,11
2449,Greece,Portugal,10
2458,Greece,Singapore,10
2426,Greece,Hungary,9
2428,Greece,India,9
2467,Greece,Taiwan,9
2415,Greece,Czech Republic,8
2439,Greece,Mexico,8
2447,Greece,Philippines,8
2454,Greece,Russia,8
2471,Greece,Turkey,8
2406,Greece,Brazil,7
2457,Greece,Serbia,7
2461,Greece,South Africa,7
2410,Greece,Chile,6
2441,Greece,New Zealand,6
2453,Greece,Romania,6
2460,Greece,Slovenia,6
2412,Greece,Colombia,5
2444,Greece,Pakistan,5
2403,Greece,Bangladesh,4
2429,Greece,Indonesia,4
2450,Greece,Qatar,4
2464,Greece,Sri Lanka,4
2477,Greece,United Arab Emirates,4
2400,Greece,Argentina,3
2407,Greece,Bulgaria,3
2425,Greece,Hong Kong,3
2438,Greece,Malaysia,3
2442,Greece,Nigeria,3
2455,Greece,Saudi Arabia,3
2459,Greece,Slovakia,3
2470,Greece,Tunisia,3
2419,Greece,Egypt,2
2430,Greece,Iran,2
2436,Greece,Lithuania,2
2440,Greece,Morocco,2
2446,Greece,Peru,2
2468,Greece,Thailand,2
2469,Greece,The Philippines,2
2476,Greece,Ukraine,2
2479,Greece,Vietnam,2
2405,Greece,Botswana,1
2409,Greece,Center for Astrophysics,1
2413,Greece,Costa Rica,1
2416,Greece,Czechia,1
2418,Greece,Ecuador,1
2421,Greece,Ethiopia,1
2435,Greece,Kenya,1
2437,Greece,Luxembourg,1
2445,Greece,Panama,1
2451,Greece,ROC,1
2452,Greece,Republic of Singapore,1
2456,Greece,Scotland,1
2473,Greece,UK [],1
2475,Greece,Uganda,1
2478,Greece,Venezuela,1
2486,Guinea,France,5
2487,Guinea,Germany,5
2499,Guinea,USA,5
2482,Guinea,Belgium,4
2497,Guinea,Switzerland,4
2498,Guinea,UK,4
2492,Guinea,Senegal,3
2496,Guinea,Sweden,3
2481,Guinea,Australia,2
2489,Guinea,Italy,2
2490,Guinea,Nigeria,2
2495,Guinea,Spain,2
2483,Guinea,Canada,1
2484,Guinea,China,1
2485,Guinea,Egypt,1
2488,Guinea,Hungary,1
2491,Guinea,Norway,1
2493,Guinea,Sierra Leone,1
2494,Guinea,Slovenia,1
2500,Guinea,the Netherlands,1
2544,Hong Kong,USA,21
2543,Hong Kong,UK,17
2515,Hong Kong,Germany,15
2505,Hong Kong,Canada,11
2514,Hong Kong,France,10
2524,Hong Kong,Japan,10
2537,Hong Kong,Spain,10
2546,Hong Kong,the Netherlands,10
2507,Hong Kong,China,8
2501,Hong Kong,Australia,7
2523,Hong Kong,Italy,7
2513,Hong Kong,Finland,6
2539,Hong Kong,Switzerland,6
2502,Hong Kong,Austria,4
2510,Hong Kong,Czech Republic,4
2511,Hong Kong,Denmark,4
2536,Hong Kong,South Korea,4
2506,Hong Kong,Chile,3
2516,Hong Kong,Greece,3
2522,Hong Kong,Israel,3
2529,Hong Kong,Norway,3
2530,Hong Kong,Poland,3
2534,Hong Kong,Russia,3
2535,Hong Kong,Singapore,3
2503,Hong Kong,Belgium,2
2504,Hong Kong,Brazil,2
2517,Hong Kong,Hungary,2
2519,Hong Kong,India,2
2538,Hong Kong,Sweden,2
2540,Hong Kong,Taiwan,2
2542,Hong Kong,Turkey,2
2508,Hong Kong,China [],1
2509,Hong Kong,Costa Rica,1
2512,Hong Kong,Estonia,1
2518,Hong Kong,Iceland,1
2520,Hong Kong,Iran,1
2521,Hong Kong,Ireland,1
2525,Hong Kong,Luxembourg,1
2526,Hong Kong,Malaysia,1
2527,Hong Kong,Mexico,1
2528,Hong Kong,New Zealand,1
2531,Hong Kong,Portugal,1
2532,Hong Kong,Qatar,1
2533,Hong Kong,Republic of Singapore,1
2541,Hong Kong,Thailand,1
2545,Hong Kong,Vietnam,1
2623,Hungary,USA,81
2572,Hungary,Germany,72
2622,Hungary,UK,61
2613,Hungary,Spain,50
2570,Hungary,France,48
2549,Hungary,Austria,39
2583,Hungary,Italy,36
2615,Hungary,Sweden,36
2616,Hungary,Switzerland,35
2628,Hungary,the Netherlands,32
2555,Hungary,Canada,30
2599,Hungary,Poland,29
2604,Hungary,Russia,29
2562,Hungary,Czech Republic,28
2548,Hungary,Australia,25
2565,Hungary,Denmark,24
2558,Hungary,China,23
2584,Hungary,Japan,20
2600,Hungary,Portugal,20
2550,Hungary,Belgium,19
2595,Hungary,Norway,15
2569,Hungary,Finland,14
2581,Hungary,Ireland,14
2582,Hungary,Israel,14
2603,Hungary,Romania,12
2612,Hungary,South Korea,12
2621,Hungary,Turkey,12
2585,Hungary,Kazakhstan,11
2609,Hungary,Slovakia,11
2578,Hungary,India,10
2607,Hungary,Serbia,10
2610,Hungary,Slovenia,10
2552,Hungary,Brazil,9
2561,Hungary,Croatia,9
2574,Hungary,Greece,9
2547,Hungary,Argentina,8
2557,Hungary,Chile,8
2568,Hungary,Estonia,8
2590,Hungary,Mexico,8
2591,Hungary,Mongolia,8
2624,Hungary,Ukraine,8
2553,Hungary,Bulgaria,7
2587,Hungary,Lithuania,7
2563,Hungary,Czechia,6
2593,Hungary,New Zealand,6
2559,Hungary,Colombia,5
2580,Hungary,Iran,5
2608,Hungary,Singapore,5
2611,Hungary,South Africa,5
2617,Hungary,Taiwan,5
2560,Hungary,Costa Rica,4
2592,Hungary,Morocco,4
2620,Hungary,Tunisia,4
2571,Hungary,Georgia,3
2586,Hungary,Kenya,3
2588,Hungary,Luxembourg,3
2594,Hungary,Nigeria,3
2598,Hungary,Philippines,3
2606,Hungary,Saudi Arabia,3
2625,Hungary,United Arab Emirates,3
2567,Hungary,Egypt,2
2576,Hungary,Hong Kong,2
2579,Hungary,Indonesia,2
2597,Hungary,Peru,2
2619,Hungary,The Philippines,2
2626,Hungary,Venezuela,2
2627,Hungary,Vietnam,2
2551,Hungary,Bolivia,1
2554,Hungary,Cameroon,1
2556,Hungary,Center for Astrophysics,1
2564,Hungary,Côte d'Ivoire,1
2566,Hungary,Ecuador,1
2573,Hungary,Germany [],1
2575,Hungary,Guinea,1
2577,Hungary,Iceland,1
2589,Hungary,Malaysia,1
2596,Hungary,Pakistan,1
2601,Hungary,Qatar,1
2602,Hungary,Republic of Singapore,1
2605,Hungary,Rwanda,1
2614,Hungary,Sri Lanka,1
2618,Hungary,Tanzania,1
2695,Iceland,UK,46
2696,Iceland,USA,45
2690,Iceland,Sweden,37
2645,Iceland,Denmark,34
2651,Iceland,Germany,32
2699,Iceland,the Netherlands,29
2630,Iceland,Australia,27
2649,Iceland,France,27
2661,Iceland,Italy,27
2671,Iceland,Norway,27
2636,Iceland,Canada,24
2648,Iceland,Finland,21
2662,Iceland,Japan,21
2647,Iceland,Estonia,20
2691,Iceland,Switzerland,20
2638,Iceland,China,18
2688,Iceland,Spain,18
2631,Iceland,Austria,16
2653,Iceland,Greece,16
2659,Iceland,Ireland,15
2633,Iceland,Belgium,12
2687,Iceland,South Korea,11
2685,Iceland,Singapore,10
2692,Iceland,Taiwan,10
2681,Iceland,Russia,8
2641,Iceland,Croatia,7
2675,Iceland,Philippines,7
2676,Iceland,Poland,7
2642,Iceland,Czech Republic,6
2656,Iceland,India,6
2660,Iceland,Israel,6
2667,Iceland,Mexico,6
2686,Iceland,South Africa,6
2678,Iceland,Qatar,5
2683,Iceland,Saudi Arabia,5
2694,Iceland,Turkey,5
2634,Iceland,Brazil,4
2669,Iceland,New Zealand,4
2672,Iceland,Pakistan,3
2677,Iceland,Portugal,3
2689,Iceland,Sri Lanka,3
2629,Iceland,Argentina,2
2632,Iceland,Bangladesh,2
2637,Iceland,Chile,2
2665,Iceland,Lithuania,2
2670,Iceland,Nigeria,2
2673,Iceland,Panama,2
2635,Iceland,Bulgaria,1
2639,Iceland,Colombia,1
2640,Iceland,Costa Rica,1
2643,Iceland,Czechia,1
2644,Iceland,Democratic Republic of the Congo,1
2646,Iceland,Ecuador,1
2650,Iceland,Georgia,1
2652,Iceland,Germany [],1
2654,Iceland,Hong Kong,1
2655,Iceland,Hungary,1
2657,Iceland,Indonesia,1
2658,Iceland,Iran,1
2663,Iceland,Kazakhstan,1
2664,Iceland,Kenya,1
2666,Iceland,MO,1
2668,Iceland,Mongolia,1
2674,Iceland,Peru,1
2679,Iceland,Republic of Singapore,1
2680,Iceland,Romania,1
2682,Iceland,Rwanda,1
2684,Iceland,Scotland,1
2693,Iceland,Thailand,1
2697,Iceland,Ukraine,1
2698,Iceland,United Arab Emirates,1
2781,India,USA,147
2780,India,UK,96
2728,India,Germany,73
2710,India,Canada,68
2713,India,China,61
2701,India,Australia,57
2726,India,France,56
2770,India,Spain,52
2738,India,Japan,48
2773,India,Switzerland,48
2787,India,the Netherlands,47
2737,India,Italy,44
2707,India,Brazil,34
2772,India,Sweden,34
2720,India,Denmark,29
2768,India,South Africa,25
